,Comment
146,"Cho nhiều bạn còn chưa biết, nhân vật âm thầm tìm và .... năn nỉ thầy Park về VN bằng mọi giá chính là Bầu Đức. Hơn 2 mùa bóng chi phí mỗi tháng cho thầy Park là 800tr là Bầu Đức, chưa kể cũng chính ông là người đóng góp hơn 50% số lứa cầu thủ hiện tại cho bóng đá việt nam khi mà chưa ai làm đc việc đó. Quan trọng hơn hết bầu Đức còn là người ""dạy"" lứa cầu thủ này ngoài đá bóng ra còn phải biết Làm Người, có ngoại ngữ, có trình độ, có kĩ năng giao tiếp, hay tóm lại là good manner. Nhưng CÔNG ấy được ""đón đầu"" bởi LĐBĐVN."
147,Tôi đã khóc khi xem lại Hành trình này của HLV Park và đội tuyển Việt Nam đã làm nên lịch sử
148,"Chưa bao giờ thấy người việt lại đồng lòng đến thế, tự hào dân tộc bùng cháy đến vậy, nó khiến cho những người sắt đá nhất cũng phải xúc động, nhẹ rơi những giọt nước mắt hạnh phúc, thật tuyệt vời phải k"
149,"KHI THẮNG THÌ ĐỪNG TUNG HÔ, LÚC THUA THÌ ĐỪNG CHÌ CHIẾT. HÃY BÊN HỌ MỖI TRẬN ĐẤU."
150,Đây là thời huy hoàng của đội tuyển VN
151,Xem lại mà tui thấy tự hào về bóng đá Việt Nam quá
152,"Nhờ thất bại tại sea game, mà chúng ta đã đc như ngày hôm nay. Quá tuyệt vời"
153,"Ngày 9-12 vẫn ngồi xem lại chỉ muốn khóc vì quá tuyệt với từ Bùi Tiến Dũng cùng đông đội 2 năm về trước đã đem bóng đá trở lại với việt nam  
Bắt đầu từ lúc đó ai ai cũng xem đá banh nhà nhà xem đá banh. Ngày tuyết rơi tại sân thường châu phút cuối cùng cả nước đều rơi nước mắt. hãy nhớ đến khoảnh khắc này hãy nhớ người hùng thường Châu 2 năm về trước Bùi Tiến Dũng."
154,"Tâm sự những chàng trai thất bại seagame 29 nghe nhói lòng. HLv mới nhận chức và thường châu tuyết trắng xem lại vẫn khóc, đây sẽ là 1 kỷ niệm khó quên của bóng đá Việt Nam. Chúc toàn thể bhl và u22 Việt Nam thành công trên con đường seagame30 lần này."
155,"Thành công không bắt đầu từ vạch xuất phát,mà là bắt đầu từ sự thất bại."
156,"Người Việt Nam yêu bóng đá là thế. U23 năm đấy đã làm nên một lịch sử bóng đá cho Việt Nam. U23 đã làm cho hàng triệu con tim kết nối với nhau, làm cho triệu con tim thổn thức. Chúng ta luôn hi vọng và mong rằng bóng đã Việt Nam sẽ đi xa hơn nữa. Trên con đường đó vẫn luôn có sai lầm, nuối tiếc và thất bại. Nhưng hãy yêu bóng đá Việt Nam một cách chân chính, hãy luôn ủng hộ họ và hi vọng bóng đã Việt Nam sẽ viết tiếp những lịch sử hơn thế này."
157,Vn trải qua nhiều sự thất bại và cố gắng vượt qua mọi khó khăn đó là sự chiến thắng và vinh quang và từ vô địch chỉ dành riêng cho VN chúng ta
158,Đoạn Công Phượng trả lời phỏng vấn mà thương ghê.
159,"Hành trình lịch sử của U23 Việt Nam, đứng lên từ thất bại tại sea game 29.

Các cầu thủ U23 Việt Nam đã cho thấy họ mạnh mẽ như thế nào

Cảm ơn U23 Việt Nam, cảm ơn HLV Park Hang Seo

U23 VN 1-2 U23 Hàn Quốc"
160,HLV Park Hang Seo đứng hạng ba trong Hàn Quốc nhưng trong trái tim Việt Nam Park Hang Seo vẫn là huấn luyện viên giỏi nhất
161,Chỉ cần nhìn lại những hình ảnh này nước mắt tôi rơi vì tự hào năm đó <3
162,"Tôi từng nghĩ sau khi tốt nghiệp thạc sĩ sẽ định cư luôn ở nước ngoài và không trở lại Việt Nam nữa. Nhưng thầy trò nhà Park đã giúp tôi nhận ra, tôi vẫn yêu Việt Nam nhiều lắm vì không đâu thay thế được nơi mình sinh ra"
163,Tự hào quá Việt Nam ơi Việt Nam vô địch I Love You Việt Nam
164,Coi đi coi lại vẫn rơi nước mắt. Ai còn xem  vào 30/11/2019 giơ tay
165,Cảm ơn Park Hang Seo rất nhiều
166,"mặc dù ko thắng nhưng các anh vẫn mãi là niềm tự hào của dân tộc (nhưng cứ nghĩ đến cảnh U23 Quatar, Iraq, Syria, ... phải ngồi ở nhà xem U23 Việt Nam đá chung kết thì lại thấy vui :)"
167,"Vẫn kịch bản 2 năm trước, 5/12/2019 VN sẽ lại gặp Thái Lan ở lượt cuối vòng bản với nhiều hy vọng. Các cầu thủ hãy cố gắng  hết mình, chân cứng đá mềm,  dẫu sao vẫn có sự lo lắng nhất định, nhưng niềm tin của Cdv vẫn chưa bao giờ mất. Tôi đã tin VN sẽ đứng lên sau kỳ thất bại đó và thật các cầu thủ đã làm nên lịch sử và kỳ sea game lần này mọi chuyện sẽ khác. Dành sự tôn trọng lớn nhất cho Thái Lan, chúc đội tuyển VN thành công."
168,"Ôi cái cảm giác 2 năm trc ấy hôm nay lại òa về, phút 11 đã bị dẫn 2-0
May quá cuối cùng cũng hòa và đi tiếp rồi 
Ai tin đội tuyển u22 Việt Nam sẽ vô địch Seagame 30 dơ tay 🇻🇳"
169,Xem xong trận Vietnam và Triều Tiên liền qua đây xem lại.  Cảm xúc vẫn như năm ấy.  
170,Xem lại bao nhiêu lần cảm xúc vẫn vậy ️
171,Pack Hang Seo Và Câu Nói Tiép Them Sức Mạnh Cho Bóng Đá Việt Nam
172,12/12 thực sự khá buồn và tiếc khi đã dẫn 2 bàn nhưng vẫn bị hòa nhưng thực sự các anh đã rất cố gắng. Chặng đường các anh đã đi là một lịch sử và mình tin các anh sẽ tạo nên lịch sử ở AFF này. Cảm ơn video của bạn xem mà suýt khóc
173,"Chúng ta đi từ bất ngờ này 
Đến bất ngờ khác
Đúng là không thể tin nổi 🇻🇳"
174,Xem lại vẫn nổi da gà.... cảm xúc quá. Hạnh phúc quá
175,"Vừa xem u22 năm nay xong chạy qua đây xem
Hay quá Vn ơi"
176,5/4/2022 vẫn xem lại và rất xúc động. Mong Việt Nam sẽ tiến xa hơn sánh vai các cường quốc năm châu
177,"Xem lại bao nhiêu cảm xúc hiện về, màn trình diễn của quang hải là màn trình diễn mang đẳng cấp châu lục ở lứa của mình"
178,Chỉ mong mấy thanh niên đừng chỉ trích họ khi thất bại 
179,"Hôm nay ngày 23/11/2021, đội tuyển của chúng ta lọt vào vòng loại thứ 3 WC22 và hiện tại chưa có được điểm số nào nhưng đừng vì vậy mà mọi người quay lưng với đội với thầy Park với những cầu thủ thế hệ Vàng này. Muốn tham dự WC chúng ta cần phải làm rất nhiều thứ, cần sự phấn đấu của cả một hệ thống mới có thể đạt được. Một lần nữa mong mọi người dành trọn tình cảm đồng hành cùng ĐT và thầy Park người đã giúp chúng ta đạt được những thành công rực rỡ 🇻🇳🇻🇳🇻🇳"
180,"Xin m.n đừng dislike clip này 
Chiếc vô địch còn cách chúng ta vài giây 
Các cầu thủ đã làm hết sức mik
Khi đội tuyển u23 Việt Nam về thì có khoảng hàng triệu người đang theo dõi họ còn đội tuyển Uzbekistan thì chỉ có mấy nghìn người theo dõi họ "
181,29/11 xem lại nổi cả da gà vì cảm xúc vỡ oà còn nguyên 
182,Nhiều năm sau đi nữa coi lại vẫn khóc vẫn tự hào
183,"Cám ơn càng chàng trai... các anh làm tốt lắm ạ!!! Tôi yêu các bạn, tôi yêu Việt Nam!!! VIỆT NAM MUÔN NĂM...."
184,Bị loại ngay vòng ngoài của SeaGame 29 mà lại thành bước lên ngôi Vương ngay SeaGame 30 ️
185,-24 giờ sau U22 Việt Nam sẽ bước vào trận chung kết với U22 Indonesia . Niềm tin chúng ta lại làm nên lịch sử với tấm huy chương Vàng SeaGame đầu tiên môn bóng đá nam. 
186,"26/03/2019  🇻🇳 4 ~ 0 🇹🇭
Vòng loại u23 châu á. Chưa bao hết tự hào về các em. "
187,"Vẫn là a và mãi là a 
Bùi Tiến Dũng️️️"
188,"Trong giải U23 lúc đó, U23 Việt Nam chỉ đứng sau Uzbekistan thôi, xếp trên cả U23 Iran, U23 Iraq, U23 Qatar, vốn là những đội mạnh. Chỉ đứng thứ hai thôi nhưng như vậy cũng là quá đủ để khẳng định rằng: Đội tuyển bóng đá quốc gia Việt Nam vẫn sẽ còn phát triển và tiến xa hơn nữa"
189,"8/12/2019...Tuy coi lại nhưg cảm xúc vẫn nguyên vẹn như vậy các bạn ạ  Phải nhữg ai đã trải qua thăng trầm của bđvn mới hiểu đc...từ gục ngã ở trận ck sea games 22, 25 cho đến những thất bại muối mặt tại aff 2016, sea games 29... và như 1 đồ thị hình sin... Phần còn lại là lịch sử! Mình tin rằng u23 VN sẽ tiếp tục mang niềm vui đến ng hâm mộ nước nhà với tấm HCV sea games môn bóng đá nam đầu tiên 10/12/2019 ️️"
190,"12/12/2019 sau khi giành được HCV Segame lịch sử, xem lại mà lòng vẫn rưng rưng"
191,Xem lại cảm xúc vẫn còn đó. Nhạc nổi lên là da gà nổi lên cục cục nước mắt rơi lun. Xem lại giải này mới thấy thủ môn BTD xứng đáng như thế nào. Tôi hi vọng năm nay mình sẽ làm nên lịch sử với lứa vàng seagames. Tôi tin ngày đó sẽ đến
192,Dù sau này Việt Nam có đi xa đến đâu trên hành trình chinh phục giấc Wolrd cup thì cx ko bao giờ có lại được những cảm xúc khi xem lại những trận đấu bnày của U23 VN( t đã xem lại tới hơn 50 lần )
193,"Xem bao nhiêu lần vẫn nổi da gà, xúc động như lần đầu"
194,"Xem đến không dưới 10 lần, nhưng mỗi lần xem lại đều k kìm đc nc mắt. Họ đã đi lên từ thất bại, đi lên từ khó khăn ..."
195,Thật sự cảm ơn thầy park đã đến với VN
196,"2 năm hay bao nhiêu năm nữa, khi xem lại clip này tôi vẫn sẽ khóc vì 1 sự đổi thay của lứa cầu thủ bóng đá nam của Việt Nam lúc ấy"
197,Đầy cảm xúc 
198,"8/12/2018 - trước vài ngày đá trận chung kết AFF cup, xem lại video này mà xúc động quá. Mình tin rằng với tinh thần bất khuất kiên cường, ĐTVN chắc chắn sẽ ôm cup về trong sự ngả mũ thán phục của Malaysia. 2018 là 1 năm bùng nổ của bóng đá VN, cảm ơn các cầu thủ đã cống hiến hết mình cho NHM, và đặc biệt cảm ơn ngài Park đã dẫn dắt đội tuyển thành công được đến ngày hôm nay !"
199,Trận Thường Châu là lần đầu tiên mình rơi nc mắt khi xem đá banh!!
200,Cảm ơn các anh !! Nhờ các anh mà đam mê bóng đá em ngày càng dữ dội hơn 
201,"Sau 4 năm, chúng ta có 1 U23 Việt Nam chiến thắng vượt qua được đại dịch, dù mất gần như là một đội hình chính thức nhưng chúng ta vẫn kiên quyết và chạm được chiếc Cup!"
202,Ngày 18/06/2020...có ai giống tôi ko 23h đêm mở ra xem đi xem lại clip mà vẫn dưng dưng nước mắt...cảm xúc vẫn y nguyên như ngày nào xem u23 chinh phục á quân...huzzx
203,"Thật sự khi xem lại tôi ko cầm được giọt nước mắt, vì các em làm tôi tự hào khi là người Việt nam và tôi yêu tổ quốc này"
204,Mạnh mẽ lên các anh ️️️
205,"Xem xong lại ứa nước mắt. Mùa đông năm ấy mình cùng ông theo dõi VCK U23 Châu Á, vài tuần sau thì ông qua đời :(("
206,Vâng ai tin Việt Nam sẽ vô địch AFF cup thì like và cmt
207,VIỆT NAM vừa đạt HCV seagame. Vào xem lại kỹ niệm năm ấy.. nhớ quá
208,"19/11/2019,Có ai còn xem lại không nè! ôi cảm xúc nghẹn ngào biết bao, tôi đã chảy nước mắt với những cảm xúc khó tả! chúc cho hôm nay 19-11-2019, ĐTVN sẽ dành chiến thắng vẻ vang Thái lan tại Mỹ Đình."
209,"Cảm xúc, Tiến Dũng! cố lên em nhé"
210,Đây chính là những bước chân đi trước <3
211,Vẫn cứ yêu Bùi Tiến Dũng và Công Phượng ạ ️ con người ai mà chẳng có sai sót
212,"Công Phượng đã nói rất đúng.""Chúng em sẽ thành công ở tương lai"""
213,"Tự hào là người Việt Nam, tự hào vì đất nước này có các anh, những người liên kết trái tim của cả.1 dân tộc"
214,Bây giờ xem lại vẫn muốn rơi nước mắt. Nhìn cảnh đá dưới trời mưa tuyết như vậy thật xót.
215,Nói j thì nói pack hang seo và đội tuyển U23 việt nam vẫn nằm trong tim của chúng ta mãi yêu
216,"Xem lại 2018 mà thấy nghẹn ngào, 2020 này bể quá "
217,Vô địch Seagame 30 rồi giờ coi lại thấy thêm tự hào
218,Nói thật. Không biết từ bao giờ t biết yêu bóng đá như vậy. Tau theo giỏi từng giây tau hồi hộp từng phút. Lần đầu tiên có niềm tin mà u23 đã đem lại cho triệu trái tim việt nam 
219,Xem lại và sẽ có những cảm xúc cho 6 trận tới đây vào đầu năm 2020. Vn 🇻🇳🇻🇳🇻🇳🇻🇳 vô địch.
220,Ngày 08 tháng 05 năm 2018. Nước mắt vẫn cứ rơi khi xem lại những hình ảnh đẹp của u23 việt nam.
221,Quá Tuyệt Vời Và Quá Cảm Xúc
222,Xem lại vẫn xúc động vl 
223,u23 mãi ở trong tim tôi cứ mỗi lần xem lại tôi lại khóc còn những giải khác k mang lại cho tôi nhiều cảm xúc như vậy
224,Tôi đã khóc khi xem lại video này tự hào wa VN ơi
225,"xem xong xúc động nổi da gà, đỉnh cao dã mannn"
226,29/08/2018 chúng ta thất bại 1-3 trước Hàn Quốc nhưng không sao !!!  Các chàng trai đã rất cố rắng hết sức !!!  Hàn Quốc họ quá mạnh !!!  Cố lên các chàng trai Chặn đường còn dài
227,Xem lại vẫn đầy tự hào với các chàng trai
228,Xem lại mà vẫn thấy  hồi hộp và xúc động!
229,"Tôi ở đây ,khi U22 VN đã giành hcv sea games 
Và tôi muốn nói ,Thường Châu tuyết trắng năm ấy các bạn nói với các cầu thủ và BTD rằng "" thắng làm vua ,thua vẫn là anh hùng "" và bh các bạn lại ....
Nhưng riêng tôi ,tôi vẫn trung thành với câu nói đó và tôi muốn một lần nữa tự hào về BTD và đt VN ,cho nên cố lên Bùi Tiến Dũng "
230,Tháng 12 2019 ai còn quay lại xem không.mình xem còn rơi nước mắt
231,Ông park đã làm khơi dậy ngọn lửa của bóng đá Việt Nam
232,"Việt Nam ông vua tuyệt đối của bóng đá Đông Nam Á.
Cuối năm 2019 U23 VN sẽ giành HCV Seagames đầu tiên trong lịch sử."
233,Thấy thương mấy cầu thủ quá..
234,Chúng ta sẽ chạm đến giấc mơ vàng seagame 30 ngài mai. Việt Nam vô địch
235,Clip nhiều cảm xúc nhất về bóng đá 2-12-2019 vẫn còn xem
236,Quá cảm xúc . Thật..không thể tin được 
237,"thầy Park đã tạo ra một U23 khác hoàn toàn , cảm ơn thầy"
238,Xem lại vẫn cảm xúc dạt dào thực sự quá tự hào
